[2026-03-12T16:38:50.099683Z] | [0.54] | [0f7dcd1e] | [Banco Unión S.A.]
[2026-03-12T16:38:50.606640Z] | [3.07] | [6d4645a0] | [Banco Unión S.A.]
[2026-03-12T16:38:50.608154Z] | [1.39] | [b47793b3] | [Banco Unión S.A.]
[2026-03-12T16:38:50.609659Z] | [2.91] | [5c1638e5] | [Banco Unión S.A.]
[2026-03-12T16:38:50.611178Z] | [3.53] | [2ef55016] | [Banco Unión S.A.]
[2026-03-12T16:38:50.612664Z] | [3.97] | [f50c51ec] | [Banco Unión S.A.]
[2026-03-12T16:38:50.614108Z] | [0.51] | [5b784fe9] | [Banco Unión S.A.]
[2026-03-12T16:38:50.615545Z] | [2.13] | [908f4246] | [Banco Unión S.A.]
[2026-03-12T16:38:50.616970Z] | [1.09] | [3f5cbdc3] | [Banco Unión S.A.]
[2026-03-12T16:38:50.618590Z] | [2.1] | [93cf857d] | [Banco Unión S.A.]
[2026-03-12T16:38:50.620160Z] | [1.6] | [c115e308] | [Banco Unión S.A.]
[2026-03-12T16:38:50.621655Z] | [3.34] | [e0b3dceb] | [Banco Unión S.A.]
[2026-03-12T16:38:50.623151Z] | [3.7] | [7a325452] | [Banco Unión S.A.]
[2026-03-12T16:38:50.624626Z] | [2.6] | [905316e5] | [Banco Unión S.A.]
[2026-03-12T16:38:50.626240Z] | [1.11] | [26c24f10] | [Banco Unión S.A.]
[2026-03-12T16:38:50.627743Z] | [3.19] | [d1230581] | [Banco Unión S.A.]
[2026-03-12T16:38:50.629236Z] | [2.35] | [e98d137b] | [Banco Unión S.A.]
[2026-03-12T16:38:50.630773Z] | [2.7] | [e81af391] | [Banco Unión S.A.]
[2026-03-12T16:38:50.632290Z] | [3.32] | [995f4c8f] | [Banco Unión S.A.]
[2026-03-12T16:38:50.633969Z] | [1.7] | [c737630f] | [Banco Unión S.A.]
[2026-03-12T16:38:50.635572Z] | [2.49] | [01ba2c22] | [Banco Unión S.A.]
[2026-03-12T16:38:50.637045Z] | [2.83] | [0159e655] | [Banco Unión S.A.]
[2026-03-12T16:38:50.638610Z] | [1.16] | [103c221b] | [Banco Unión S.A.]
[2026-03-12T16:38:50.640174Z] | [3.39] | [99cabdd2] | [Banco Unión S.A.]
[2026-03-12T16:38:50.641873Z] | [1.89] | [f4cd9c77] | [Banco Unión S.A.]
[2026-03-12T16:38:50.643487Z] | [3.61] | [9ea6d57b] | [Banco Unión S.A.]
[2026-03-12T16:38:50.644924Z] | [2.52] | [51623c9b] | [Banco Unión S.A.]
[2026-03-12T16:38:50.646309Z] | [1.26] | [076225ad] | [Banco Unión S.A.]
[2026-03-12T16:38:50.647850Z] | [3.57] | [fe54052a] | [Banco Unión S.A.]
[2026-03-12T16:38:50.649628Z] | [2.12] | [abe807b3] | [Banco Unión S.A.]
[2026-03-12T16:38:50.651188Z] | [1.83] | [a9668108] | [Banco Unión S.A.]
[2026-03-12T16:38:50.652735Z] | [1.61] | [d7f3d6d4] | [Banco Unión S.A.]
[2026-03-12T16:38:50.654400Z] | [2.18] | [b195f88b] | [Banco Unión S.A.]
[2026-03-12T16:38:50.655924Z] | [0.91] | [67546594] | [Banco Unión S.A.]
[2026-03-12T16:38:50.657443Z] | [0.78] | [76e840dd] | [Banco Unión S.A.]
[2026-03-12T16:38:50.658992Z] | [3.9] | [6e68817f] | [Banco Unión S.A.]
[2026-03-12T16:38:50.660560Z] | [2.19] | [bb977567] | [Banco Unión S.A.]
[2026-03-12T16:38:50.662169Z] | [0.6] | [d2a266e8] | [Banco Unión S.A.]
[2026-03-12T16:38:50.663693Z] | [2.35] | [e04a03a5] | [Banco Unión S.A.]
[2026-03-12T16:38:50.665612Z] | [1.24] | [d1ea7620] | [Banco Unión S.A.]
[2026-03-12T16:38:50.667088Z] | [0.71] | [565c7772] | [Banco Unión S.A.]
[2026-03-12T16:38:50.668441Z] | [2.14] | [60e69635] | [Banco Unión S.A.]
[2026-03-12T16:38:50.669764Z] | [0.61] | [3e164103] | [Banco Unión S.A.]
[2026-03-12T16:38:50.671081Z] | [0.61] | [b7a82186] | [Banco Unión S.A.]
[2026-03-12T16:38:50.672481Z] | [1.57] | [c991c761] | [Banco Unión S.A.]
[2026-03-12T16:38:50.673775Z] | [0.6] | [4a18ab47] | [Banco Unión S.A.]
[2026-03-12T16:38:50.675044Z] | [0.88] | [6d1739b5] | [Banco Unión S.A.]
[2026-03-12T16:38:50.676312Z] | [0.98] | [dde68c25] | [Banco Unión S.A.]
[2026-03-12T16:38:50.677603Z] | [0.85] | [ddfc9323] | [Banco Unión S.A.]
[2026-03-12T16:38:50.678878Z] | [0.89] | [58ca9573] | [Banco Unión S.A.]
[2026-03-12T16:38:50.680143Z] | [3.62] | [e6012eb8] | [Banco Unión S.A.]
[2026-03-12T16:38:50.681833Z] | [2.91] | [39e7aa42] | [Banco Unión S.A.]
[2026-03-12T16:38:50.683271Z] | [3.82] | [c3f2f429] | [Banco Unión S.A.]
[2026-03-12T16:38:50.684703Z] | [1.83] | [91a2182a] | [Banco Unión S.A.]
[2026-03-12T16:38:50.686128Z] | [1.92] | [1fd9f1a8] | [Banco Unión S.A.]
[2026-03-12T16:38:50.687635Z] | [1.71] | [6dc4bf30] | [Banco Unión S.A.]
[2026-03-12T16:38:50.689055Z] | [0.95] | [d6cb8064] | [Banco Unión S.A.]
[2026-03-12T16:38:50.690491Z] | [3.07] | [1a4e836f] | [Banco Unión S.A.]
[2026-03-12T16:38:50.691907Z] | [3.99] | [519acabc] | [Banco Unión S.A.]
[2026-03-12T16:38:50.693324Z] | [1.64] | [1778acdd] | [Banco Unión S.A.]
[2026-03-12T16:38:50.694760Z] | [2.66] | [bc285f87] | [Banco Unión S.A.]
[2026-03-12T16:38:50.696183Z] | [0.52] | [7f4090c6] | [Banco Unión S.A.]
[2026-03-12T16:38:50.697948Z] | [1.87] | [84f493d9] | [Banco Unión S.A.]
[2026-03-12T16:38:50.699401Z] | [1.39] | [28a62825] | [Banco Unión S.A.]
[2026-03-12T16:38:50.700812Z] | [2.93] | [53f1b482] | [Banco Unión S.A.]
[2026-03-12T16:38:50.702230Z] | [2.38] | [328f7b53] | [Banco Unión S.A.]
[2026-03-12T16:38:50.703636Z] | [3.72] | [42967b2d] | [Banco Unión S.A.]
[2026-03-12T16:38:50.705068Z] | [0.96] | [c7292e26] | [Banco Unión S.A.]
[2026-03-12T16:38:50.706494Z] | [0.94] | [eaac1c42] | [Banco Unión S.A.]
[2026-03-12T16:38:50.707907Z] | [0.73] | [1b3e281a] | [Banco Unión S.A.]
[2026-03-12T16:38:50.709327Z] | [2.81] | [a4fa949e] | [Banco Unión S.A.]
[2026-03-12T16:38:50.710761Z] | [2.51] | [113aef04] | [Banco Unión S.A.]
[2026-03-12T16:38:50.712205Z] | [1.44] | [4716bf12] | [Banco Unión S.A.]
[2026-03-12T16:38:50.713826Z] | [3.64] | [32bf92a7] | [Banco Unión S.A.]
[2026-03-12T16:38:50.715253Z] | [1.88] | [c2e1612c] | [Banco Unión S.A.]
[2026-03-12T16:38:50.716671Z] | [2.6] | [31749e52] | [Banco Unión S.A.]
[2026-03-12T16:38:50.718085Z] | [0.73] | [9a7bda3f] | [Banco Unión S.A.]
[2026-03-12T16:38:50.719507Z] | [1.38] | [0a791ac2] | [Banco Unión S.A.]
[2026-03-12T16:38:50.720999Z] | [1.04] | [865a6c39] | [Banco Unión S.A.]
[2026-03-12T16:38:50.722422Z] | [3.23] | [8e506ccd] | [Banco Unión S.A.]
[2026-03-12T16:38:50.723846Z] | [0.92] | [ec64e83c] | [Banco Unión S.A.]
[2026-03-12T16:38:50.725263Z] | [1.53] | [26f24ec9] | [Banco Unión S.A.]
[2026-03-12T16:38:50.726674Z] | [2.18] | [3d35228d] | [Banco Unión S.A.]
[2026-03-12T16:38:50.728208Z] | [3.16] | [3f1c690c] | [Banco Unión S.A.]
[2026-03-12T16:38:50.729831Z] | [0.8] | [f782fd44] | [Banco Unión S.A.]
[2026-03-12T16:38:50.732140Z] | [1.04] | [86ffd93b] | [Banco Unión S.A.]
[2026-03-12T16:38:50.733440Z] | [3.02] | [e48cc901] | [Banco Unión S.A.]
[2026-03-12T16:38:50.734742Z] | [1.35] | [39a231d0] | [Banco Unión S.A.]
[2026-03-12T16:38:50.736031Z] | [3.53] | [bf05ba97] | [Banco Unión S.A.]
[2026-03-12T16:38:50.737304Z] | [2.74] | [5d5147d1] | [Banco Unión S.A.]
[2026-03-12T16:38:50.738680Z] | [2.12] | [31a7c2fc] | [Banco Unión S.A.]
[2026-03-12T16:38:50.740082Z] | [0.53] | [1ccad516] | [Banco Unión S.A.]
[2026-03-12T16:38:50.741435Z] | [1.59] | [1e641f15] | [Banco Unión S.A.]
[2026-03-12T16:38:50.742767Z] | [2.35] | [51bb5e04] | [Banco Unión S.A.]
[2026-03-12T16:38:50.744453Z] | [1.2] | [68abf153] | [Banco Unión S.A.]
[2026-03-12T16:38:50.746058Z] | [1.88] | [523b022f] | [Banco Unión S.A.]
[2026-03-12T16:38:50.747602Z] | [3.91] | [6c4144de] | [Banco Unión S.A.]
[2026-03-12T16:38:50.749107Z] | [3.1] | [1a1e8d34] | [Banco Unión S.A.]
[2026-03-12T16:38:50.750641Z] | [3.73] | [40718d32] | [Banco Unión S.A.]
[2026-03-12T16:38:50.752150Z] | [1.56] | [c71c1dbc] | [Banco Unión S.A.]
[2026-03-12T16:38:50.753668Z] | [3.88] | [f893fd0e] | [Banco Unión S.A.]
[2026-03-12T16:38:50.755268Z] | [2.84] | [95090d8b] | [Banco Unión S.A.]
[2026-03-12T16:38:50.756799Z] | [3.42] | [c2a229fa] | [Banco Unión S.A.]
[2026-03-12T16:38:50.758333Z] | [0.55] | [7f076cd0] | [Banco Unión S.A.]
[2026-03-12T16:38:50.760252Z] | [3.74] | [3638658b] | [Banco Unión S.A.]
[2026-03-12T16:38:50.761640Z] | [3.77] | [c16a02db] | [Banco Unión S.A.]
[2026-03-12T16:38:50.763007Z] | [2.86] | [01b5f049] | [Banco Unión S.A.]
[2026-03-12T16:38:50.764398Z] | [1.82] | [282c0951] | [Banco Unión S.A.]
[2026-03-12T16:38:50.765766Z] | [3.33] | [f07dfc9e] | [Banco Unión S.A.]
[2026-03-12T16:38:50.767128Z] | [3.67] | [40dd20f3] | [Banco Unión S.A.]
[2026-03-12T16:38:50.768545Z] | [0.82] | [fafa5a60] | [Banco Unión S.A.]
[2026-03-12T16:38:50.769879Z] | [3.74] | [74951869] | [Banco Unión S.A.]
[2026-03-12T16:38:50.771191Z] | [3.39] | [821dcc7e] | [Banco Unión S.A.]
[2026-03-12T16:38:50.772510Z] | [2.4] | [6cf821f2] | [Banco Unión S.A.]
[2026-03-12T16:38:50.773823Z] | [3.14] | [daffd0c1] | [Banco Unión S.A.]
[2026-03-12T16:38:50.775368Z] | [1.18] | [3ae2df85] | [Banco Unión S.A.]
[2026-03-12T16:38:50.777186Z] | [3.95] | [e1dc5e9e] | [Banco Unión S.A.]
[2026-03-12T16:38:50.779185Z] | [3.07] | [62ee7f17] | [Banco Unión S.A.]
[2026-03-12T16:38:50.781113Z] | [1.82] | [38bc04b2] | [Banco Unión S.A.]
[2026-03-12T16:38:50.782662Z] | [3.26] | [e76479a6] | [Banco Unión S.A.]
[2026-03-12T16:38:50.784803Z] | [3.42] | [64bc7df6] | [Banco Unión S.A.]
[2026-03-12T16:38:50.787090Z] | [0.93] | [325b99a0] | [Banco Unión S.A.]
[2026-03-12T16:38:50.789442Z] | [3.01] | [3d1289b2] | [Banco Unión S.A.]
[2026-03-12T16:38:50.792568Z] | [3.2] | [76c33ac4] | [Banco Unión S.A.]
[2026-03-12T16:38:50.795077Z] | [2.79] | [44b87a36] | [Banco Unión S.A.]
[2026-03-12T16:38:50.797563Z] | [0.75] | [fd7e0d8b] | [Banco Unión S.A.]
[2026-03-12T16:38:50.799568Z] | [3.98] | [a6144666] | [Banco Unión S.A.]
[2026-03-12T16:38:50.801577Z] | [1.11] | [aaffd580] | [Banco Unión S.A.]
[2026-03-12T16:38:50.803451Z] | [1.24] | [32fdb031] | [Banco Unión S.A.]
[2026-03-12T16:38:50.806727Z] | [2.04] | [bd49e266] | [Banco Unión S.A.]
[2026-03-12T16:38:50.809206Z] | [1.3] | [8625b598] | [Banco Unión S.A.]
[2026-03-12T16:38:50.811284Z] | [1.57] | [69b12fd2] | [Banco Unión S.A.]
[2026-03-12T16:38:50.813053Z] | [3.09] | [b50d32f7] | [Banco Unión S.A.]
[2026-03-12T16:38:50.814884Z] | [2.88] | [150e89b4] | [Banco Unión S.A.]
[2026-03-12T16:38:50.816586Z] | [3.87] | [ab51f765] | [Banco Unión S.A.]
[2026-03-12T16:38:50.818413Z] | [0.61] | [8e077df0] | [Banco Unión S.A.]
[2026-03-12T16:38:50.820111Z] | [3.65] | [23dfcd49] | [Banco Unión S.A.]
[2026-03-12T16:38:50.822128Z] | [2.54] | [ea779389] | [Banco Unión S.A.]
[2026-03-12T16:38:50.823598Z] | [1.52] | [bd637c08] | [Banco Unión S.A.]
[2026-03-12T16:38:50.825007Z] | [3.39] | [a2929f3e] | [Banco Unión S.A.]
[2026-03-12T16:38:50.826457Z] | [2.08] | [a2425b9d] | [Banco Unión S.A.]
[2026-03-12T16:38:50.827874Z] | [1.37] | [512b0679] | [Banco Unión S.A.]
[2026-03-12T16:38:50.829346Z] | [2.97] | [b41d0b12] | [Banco Unión S.A.]
[2026-03-12T16:38:50.830802Z] | [1.49] | [cb20cb26] | [Banco Unión S.A.]
[2026-03-12T16:38:50.832232Z] | [1.09] | [d75518e2] | [Banco Unión S.A.]
[2026-03-12T16:38:50.833699Z] | [1.64] | [b4fba158] | [Banco Unión S.A.]
[2026-03-12T16:38:50.835393Z] | [0.76] | [4407e353] | [Banco Unión S.A.]
[2026-03-12T16:38:50.837571Z] | [2.21] | [22649f72] | [Banco Unión S.A.]
[2026-03-12T16:38:50.839201Z] | [3.37] | [3845faad] | [Banco Unión S.A.]
[2026-03-12T16:38:50.840796Z] | [1.8] | [9537917a] | [Banco Unión S.A.]
[2026-03-12T16:38:50.842363Z] | [1.83] | [55c9fdab] | [Banco Unión S.A.]
[2026-03-12T16:38:50.844128Z] | [1.1] | [2fd2e1df] | [Banco Unión S.A.]
[2026-03-12T16:38:50.845857Z] | [3.49] | [2a3d17b1] | [Banco Unión S.A.]
[2026-03-12T16:38:50.847431Z] | [2.29] | [ce35f84b] | [Banco Unión S.A.]
[2026-03-12T16:38:50.849004Z] | [0.83] | [56d3a740] | [Banco Unión S.A.]
[2026-03-12T16:38:50.850569Z] | [3.89] | [7b1cc65e] | [Banco Unión S.A.]
[2026-03-12T16:38:50.852849Z] | [2.06] | [d66b1171] | [Banco Unión S.A.]
[2026-03-12T16:38:50.855766Z] | [1.68] | [8c8cb67c] | [Banco Unión S.A.]
[2026-03-12T16:38:50.858991Z] | [2.13] | [99d7e717] | [Banco Unión S.A.]
[2026-03-12T16:38:50.861069Z] | [2.73] | [2bdfe3cb] | [Banco Unión S.A.]
[2026-03-12T16:38:50.862728Z] | [2.35] | [bc070f78] | [Banco Unión S.A.]
[2026-03-12T16:38:50.864459Z] | [2.55] | [feb6771d] | [Banco Unión S.A.]
[2026-03-12T16:38:50.866072Z] | [1.88] | [fa5dfdfe] | [Banco Unión S.A.]
[2026-03-12T16:38:50.867871Z] | [1.2] | [7dd29239] | [Banco Unión S.A.]
[2026-03-12T16:38:50.870242Z] | [2.54] | [60ba0364] | [Banco Unión S.A.]
[2026-03-12T16:38:50.871933Z] | [3.74] | [6f107a27] | [Banco Unión S.A.]
[2026-03-12T16:38:50.873869Z] | [2.9] | [562486e7] | [Banco Unión S.A.]
[2026-03-12T16:38:50.875665Z] | [3.41] | [7bd243dc] | [Banco Unión S.A.]
[2026-03-12T16:38:50.877355Z] | [2.63] | [7bd03d8a] | [Banco Unión S.A.]
[2026-03-12T16:38:50.879277Z] | [0.97] | [e0bf57cf] | [Banco Unión S.A.]
[2026-03-12T16:38:50.881171Z] | [1.1] | [ea67ef8e] | [Banco Unión S.A.]
[2026-03-12T16:38:50.882843Z] | [0.66] | [83918d2e] | [Banco Unión S.A.]
[2026-03-12T16:38:50.885007Z] | [3.66] | [0d25bc66] | [Banco Unión S.A.]
[2026-03-12T16:38:50.886660Z] | [2.76] | [bd125097] | [Banco Unión S.A.]
[2026-03-12T16:38:50.888306Z] | [1.44] | [4e767812] | [Banco Unión S.A.]
[2026-03-12T16:38:50.890880Z] | [1.48] | [746b90db] | [Banco Unión S.A.]
[2026-03-12T16:38:50.892525Z] | [3.41] | [b71fd5ce] | [Banco Unión S.A.]
[2026-03-12T16:38:50.894030Z] | [2.53] | [aef155c2] | [Banco Unión S.A.]
[2026-03-12T16:38:50.896641Z] | [1.63] | [54c34e0c] | [Banco Unión S.A.]
[2026-03-12T16:38:50.898308Z] | [3.43] | [b171bfbd] | [Banco Unión S.A.]
[2026-03-12T16:38:50.900631Z] | [0.67] | [751854df] | [Banco Unión S.A.]
[2026-03-12T16:38:50.902613Z] | [1.58] | [e07e97d6] | [Banco Unión S.A.]
[2026-03-12T16:38:50.905203Z] | [3.01] | [93c8986a] | [Banco Unión S.A.]
[2026-03-12T16:38:50.906774Z] | [3.58] | [14c29431] | [Banco Unión S.A.]
[2026-03-12T16:38:50.908209Z] | [3.72] | [3f7e2dc6] | [Banco Unión S.A.]
[2026-03-12T16:38:50.909687Z] | [1.75] | [f0a442fe] | [Banco Unión S.A.]
[2026-03-12T16:38:50.911164Z] | [1.36] | [aa3e671d] | [Banco Unión S.A.]
[2026-03-12T16:38:50.912683Z] | [1.84] | [31765700] | [Banco Unión S.A.]
[2026-03-12T16:38:50.914146Z] | [3.63] | [361a012a] | [Banco Unión S.A.]
[2026-03-12T16:38:50.916003Z] | [3.78] | [812cde9e] | [Banco Unión S.A.]
[2026-03-12T16:38:50.919293Z] | [0.86] | [2ceb2a8a] | [Banco Unión S.A.]
[2026-03-12T16:38:50.920832Z] | [1.13] | [04cb57cd] | [Banco Unión S.A.]
[2026-03-12T16:38:50.922336Z] | [1.1] | [ba2415fd] | [Banco Unión S.A.]
[2026-03-12T16:38:50.923925Z] | [1.34] | [ffcb5498] | [Banco Unión S.A.]
[2026-03-12T16:38:50.925443Z] | [1.5] | [4a36580f] | [Banco Unión S.A.]
[2026-03-12T16:38:50.926932Z] | [1.66] | [40c22b8f] | [Banco Unión S.A.]
[2026-03-12T16:38:50.928468Z] | [0.92] | [dc923983] | [Banco Unión S.A.]
[2026-03-12T16:38:50.929979Z] | [0.74] | [064e4f75] | [Banco Unión S.A.]
[2026-03-12T16:38:50.931535Z] | [1.5] | [5615ee66] | [Banco Unión S.A.]
[2026-03-12T16:38:50.933595Z] | [3.0] | [4cb99edb] | [Banco Unión S.A.]
[2026-03-12T16:38:50.935100Z] | [0.82] | [9649388c] | [Banco Unión S.A.]
[2026-03-12T16:38:50.936719Z] | [1.63] | [da5c77e1] | [Banco Unión S.A.]
[2026-03-12T16:38:50.938259Z] | [0.65] | [f6e1d21d] | [Banco Unión S.A.]
[2026-03-12T16:38:50.939796Z] | [2.96] | [66c2f24e] | [Banco Unión S.A.]
[2026-03-12T16:38:50.941326Z] | [1.9] | [a82ace99] | [Banco Unión S.A.]
[2026-03-12T16:38:50.942849Z] | [1.83] | [cdf63033] | [Banco Unión S.A.]
[2026-03-12T16:38:50.944338Z] | [3.07] | [1a6a1900] | [Banco Unión S.A.]
[2026-03-12T16:38:50.945864Z] | [3.7] | [08438cd6] | [Banco Unión S.A.]
[2026-03-12T16:38:50.948973Z] | [2.54] | [ba1630a9] | [Banco Unión S.A.]
[2026-03-12T16:38:50.951473Z] | [3.96] | [430bb334] | [Banco Unión S.A.]
[2026-03-12T16:38:50.952971Z] | [3.7] | [83f80a03] | [Banco Unión S.A.]
[2026-03-12T16:38:50.954460Z] | [1.46] | [56b98140] | [Banco Unión S.A.]
[2026-03-12T16:38:50.955891Z] | [1.11] | [63aae06c] | [Banco Unión S.A.]
[2026-03-12T16:38:50.957396Z] | [2.05] | [c253aee4] | [Banco Unión S.A.]
[2026-03-12T16:38:50.958848Z] | [0.93] | [0a6f2fdd] | [Banco Unión S.A.]
[2026-03-12T16:38:50.960372Z] | [3.86] | [4852b860] | [Banco Unión S.A.]
[2026-03-12T16:38:50.961904Z] | [1.75] | [15d0145c] | [Banco Unión S.A.]
[2026-03-12T16:38:50.963919Z] | [2.5] | [4dfaf1c5] | [Banco Unión S.A.]
[2026-03-12T16:38:50.965452Z] | [2.46] | [c91142cf] | [Banco Unión S.A.]
[2026-03-12T16:38:50.968565Z] | [1.63] | [58fd06c9] | [Banco Unión S.A.]
[2026-03-12T16:38:50.970401Z] | [3.52] | [4682da3a] | [Banco Unión S.A.]
[2026-03-12T16:38:50.971886Z] | [2.38] | [020a38a2] | [Banco Unión S.A.]
[2026-03-12T16:38:50.973298Z] | [2.8] | [b9a8031c] | [Banco Unión S.A.]
[2026-03-12T16:38:50.974746Z] | [0.79] | [5849c8bf] | [Banco Unión S.A.]
[2026-03-12T16:38:50.976181Z] | [3.02] | [70476309] | [Banco Unión S.A.]
[2026-03-12T16:38:50.977760Z] | [1.97] | [70e0a57b] | [Banco Unión S.A.]
[2026-03-12T16:38:50.979358Z] | [1.46] | [4f315fff] | [Banco Unión S.A.]
[2026-03-12T16:38:50.981555Z] | [1.31] | [a0e52239] | [Banco Unión S.A.]
[2026-03-12T16:38:50.983105Z] | [3.15] | [25da58ef] | [Banco Unión S.A.]
[2026-03-12T16:38:50.984552Z] | [3.17] | [d9886556] | [Banco Unión S.A.]
[2026-03-12T16:38:50.986021Z] | [1.3] | [adaff4a6] | [Banco Unión S.A.]
[2026-03-12T16:38:50.987442Z] | [2.73] | [38bee78b] | [Banco Unión S.A.]
[2026-03-12T16:38:50.988855Z] | [3.41] | [d54abc64] | [Banco Unión S.A.]
[2026-03-12T16:38:50.990326Z] | [3.92] | [4a10d569] | [Banco Unión S.A.]
[2026-03-12T16:38:50.991734Z] | [1.74] | [f8cf8b44] | [Banco Unión S.A.]
[2026-03-12T16:38:50.993182Z] | [3.33] | [de092c74] | [Banco Unión S.A.]
[2026-03-12T16:38:50.994895Z] | [2.94] | [6c9dc361] | [Banco Unión S.A.]
[2026-03-12T16:38:50.997886Z] | [1.35] | [0890601c] | [Banco Unión S.A.]
[2026-03-12T16:38:50.999467Z] | [1.16] | [c6433430] | [Banco Unión S.A.]
[2026-03-12T16:38:51.001182Z] | [1.65] | [e2bfee88] | [Banco Unión S.A.]
[2026-03-12T16:38:51.002680Z] | [2.34] | [4d359750] | [Banco Unión S.A.]
[2026-03-12T16:38:51.004186Z] | [3.75] | [569e5ef6] | [Banco Unión S.A.]
[2026-03-12T16:38:51.005614Z] | [3.45] | [a3aa887d] | [Banco Unión S.A.]
[2026-03-12T16:38:51.007701Z] | [3.01] | [4c749ff0] | [Banco Unión S.A.]
[2026-03-12T16:38:51.010531Z] | [1.79] | [98e53bf6] | [Banco Unión S.A.]
[2026-03-12T16:38:51.014622Z] | [1.55] | [55ae96b1] | [Banco Unión S.A.]
[2026-03-12T16:38:51.016303Z] | [2.55] | [210789bc] | [Banco Unión S.A.]
[2026-03-12T16:38:51.018030Z] | [2.84] | [7c40aea9] | [Banco Unión S.A.]
[2026-03-12T16:38:51.019707Z] | [3.7] | [cf79e912] | [Banco Unión S.A.]
[2026-03-12T16:38:51.021390Z] | [3.34] | [ef6901d9] | [Banco Unión S.A.]
[2026-03-12T16:38:51.024102Z] | [1.37] | [3ed2d339] | [Banco Unión S.A.]
[2026-03-12T16:38:51.025803Z] | [2.94] | [9b49f465] | [Banco Unión S.A.]
[2026-03-12T16:38:51.027549Z] | [1.65] | [c5fef64c] | [Banco Unión S.A.]
[2026-03-12T16:38:51.029091Z] | [1.92] | [62b18cfa] | [Banco Unión S.A.]
[2026-03-12T16:38:51.030632Z] | [1.23] | [54627993] | [Banco Unión S.A.]
[2026-03-12T16:38:51.032217Z] | [2.31] | [0c0d8102] | [Banco Unión S.A.]
[2026-03-12T16:38:51.033758Z] | [0.62] | [e1c22653] | [Banco Unión S.A.]
[2026-03-12T16:38:51.035285Z] | [1.96] | [2c6575d2] | [Banco Unión S.A.]
[2026-03-12T16:38:51.036796Z] | [2.9] | [5994b8d7] | [Banco Unión S.A.]
[2026-03-12T16:38:51.038388Z] | [2.82] | [d8e2d02b] | [Banco Unión S.A.]
[2026-03-12T16:38:51.040025Z] | [3.92] | [d2d92838] | [Banco Unión S.A.]
[2026-03-12T16:38:51.042065Z] | [2.93] | [2594c647] | [Banco Unión S.A.]
[2026-03-12T16:38:51.043646Z] | [2.18] | [617ef865] | [Banco Unión S.A.]
[2026-03-12T16:38:51.045150Z] | [0.84] | [0fba3307] | [Banco Unión S.A.]
[2026-03-12T16:38:51.046564Z] | [3.75] | [e68b6714] | [Banco Unión S.A.]
[2026-03-12T16:38:51.048018Z] | [1.78] | [c9ca97d2] | [Banco Unión S.A.]
[2026-03-12T16:38:51.049479Z] | [1.46] | [120214d5] | [Banco Unión S.A.]
[2026-03-12T16:38:51.050919Z] | [1.1] | [d437609f] | [Banco Unión S.A.]
[2026-03-12T16:38:51.052321Z] | [1.6] | [302ca26a] | [Banco Unión S.A.]
[2026-03-12T16:38:51.053687Z] | [3.54] | [e32fa982] | [Banco Unión S.A.]
[2026-03-12T16:38:51.055073Z] | [0.56] | [f09a07dc] | [Banco Unión S.A.]
[2026-03-12T16:38:51.056796Z] | [3.72] | [8aba5fd3] | [Banco Unión S.A.]
[2026-03-12T16:38:51.058164Z] | [2.34] | [5930535d] | [Banco Unión S.A.]
[2026-03-12T16:38:51.059579Z] | [0.75] | [7ca9e4a0] | [Banco Unión S.A.]
[2026-03-12T16:38:51.060932Z] | [1.78] | [c38e7258] | [Banco Unión S.A.]
[2026-03-12T16:38:51.062298Z] | [1.99] | [5c4c7858] | [Banco Unión S.A.]
[2026-03-12T16:38:51.063699Z] | [2.29] | [fe069486] | [Banco Unión S.A.]
[2026-03-12T16:38:51.065041Z] | [1.09] | [4b4b6d9f] | [Banco Unión S.A.]
[2026-03-12T16:38:51.066447Z] | [1.98] | [c7022724] | [Banco Unión S.A.]
[2026-03-12T16:38:51.067814Z] | [2.73] | [c5f0602d] | [Banco Unión S.A.]
[2026-03-12T16:38:51.069184Z] | [3.39] | [4fa3b315] | [Banco Unión S.A.]
[2026-03-12T16:38:51.070577Z] | [3.48] | [bc124983] | [Banco Unión S.A.]
[2026-03-12T16:38:51.072204Z] | [0.7] | [c0e37dd6] | [Banco Unión S.A.]
[2026-03-12T16:38:51.073542Z] | [1.26] | [be7f284e] | [Banco Unión S.A.]
[2026-03-12T16:38:51.074876Z] | [0.81] | [528d2191] | [Banco Unión S.A.]
[2026-03-12T16:38:51.076319Z] | [2.92] | [5ff5b52d] | [Banco Unión S.A.]
[2026-03-12T16:38:51.077649Z] | [2.42] | [d4738a1d] | [Banco Unión S.A.]
[2026-03-12T16:38:51.079095Z] | [2.56] | [06aefa3e] | [Banco Unión S.A.]
[2026-03-12T16:38:51.080411Z] | [2.77] | [6401302f] | [Banco Unión S.A.]
[2026-03-12T16:38:51.081757Z] | [3.81] | [cfcd5244] | [Banco Unión S.A.]
[2026-03-12T16:38:51.083079Z] | [3.52] | [879d4f3b] | [Banco Unión S.A.]
[2026-03-12T16:38:51.084403Z] | [3.72] | [71d7d0c3] | [Banco Unión S.A.]
[2026-03-12T16:38:51.085725Z] | [1.25] | [c615ef2f] | [Banco Unión S.A.]
[2026-03-12T16:38:51.087294Z] | [2.19] | [7654405b] | [Banco Unión S.A.]
[2026-03-12T16:38:51.088755Z] | [2.11] | [addb68f2] | [Banco Unión S.A.]
